text	label
528	drive bark mad	0
529	transfer good	1
530	nice relax late night view	1
531	movie full wonderful dancing hence title	1
532	great music terrific scenery	1
533	handle tough issue dignity grace course shocking spoiler	1
534	happy wonderful feel good ending	1
535	point journey journey touch every member family	1
536	one movie need see whenever come tvnever mind fact already memorize	1
537	nothing new	0
538	second movie	0
539	movie almost action scene little comedy	0
540	plot hole pair fishnet stocking direction editing astonishingly ham fiste	0
541	earth irons film	0
542	see film recommend	1
543	good plot hold complete attention acting superb tom wilkinson fantastic emily watson also good	1
544	good film indeed great unconditional love	1
545	tom wilkinsons character man prepare ordeal begin take matter hand story progress great actor give performance make feel character anguish suffering	1
546	emily watsons character strong give quick glance understand everything	1
547	despite pan reviewer like movie	1
548	fact like better interview vampire like lestat stuart townsend better cruise attempt	1
549	aailiyah pretty good akasha place compel first entrance mini dance scene	1
550	big fan series mostly due anne rices style sensitivity treatment	1
551	guess like detail dysfunctionhe believable	1
552	football scene end perplex	0
553	think acting skilled	1
554	meredith m well right	1
555	charming film wonderful sentiment heart	1
556	rare filmmaker take time tell worthy moral tale care love fall trap overly syrupy indulgent	1
557	nine ten truly lovely film	1
558	early film future goremeister lucio fulci good addition giallo subgenre	1
559	one good italian thriller early	1
560	standout scene	1
561	scene strong unpleasant	0
562	technically film well make impressive camerawork solid acting effective music riz ortolani particularly good recur unaccompanied female vocal sound like coming distant hill	1
563	still wild stuff though highly recommend fan giallo cinema	1
564	movie interesting begin end	1
565	like way dustin hoffmans character ready everything stay son	1
566	movie also reveal	1
567	personally think show people learn find compromise self without involve people issue	1
568	bore	0
569	tired clichés lazy writing come thick fast	0
570	ps scene movie cool central character find room blow	1
571	fresh subtle rather sublime effect	1
572	italian reviewer call small great film right	1
573	actor give wonderful performance especially jennifer rubin jamie harris change nervous starlet beginning strange event part cool star	1
574	learn lot real inside emotion people movie lot movie business	1
575	movie movie situation beginning game play acting coach fascinating	1
576	also music mark snow possibly good score ever hear	1
577	forget movie	1
578	film make	0
579	film ultracheap look	0
580	result film look right	0
581	none engage exciting	0
582	plot nonsense interest slight way uniqueness	0
583	foreigner worth one second time	0
584	see child tv back stranger love	1
585	duet astronaut doctor beginning movie perfect exchange one consider movie make well cold war astronaut big fear crash ussr	1
586	movie awesome	1
587	love really scary	1
588	love scream movie horror movie one rank way	1
589	want real scare rent one	1
590		1
591	extraordinary film	1
592	courtroom drama compelling indictment american justice system frightening	1
593	film highlight fundamental flaw legal process discover guilt innocence rather present better court	1
594	film well pace understate one good courtroom documentary see	1
595	mostly routine factbase tv drama get boost fine performance cole	1
596	predictable bad watch	1
597	clear range ability pull part	1
598	carry movie well	1
599	constantine give everything right intensity seem good understanding underlying psychological motivation	1
600	wonderful inspire watch hope get release video dvd	1
601	piece trash ever release beyond act story character supposedly special effect etcit wrong	0
602	fact stinker smell like directtovideo release	0
603	avoid cost	0
604	star trek v final frontier bad series	0
605	acting involve include like shatner nimoy bad wash make seem old look real life special effect tacky like spock rescue kirk jet pack fall mountain	0
606	attempt humor pitiful story awful dosent bear think basically involve vulcan steal enterprise find god seriously care film oh mention uhura belly dance distract male guard	0
607	place good film garbage	0
608	bad one series	0
609	edit editing film phenomenal opinion	1
610	song could explain emotion subject better jay adams unfortunate life subject talk song old man neil young play evoke many emotion	1
611	cinematography film shoot interesting way	1
612	course footage grainy enhance film	1
613	film offer many delight surprise	1
614	achille philippa beautifully sing duet don giovanni perfectly describe situation movie appreciate subtle layer excellent film	1
615	story unfold century jutland use period music play period instrument one fine touch	1
616	share general loewenhielms exquisite joy partaking cailles en sarcophage even though watch movie wish small sample savor	1
617	understated film leave lasting impression	1
618	warmth generate contrast austere backdrop	1
619	leave theater want go dance star	1
620	acting would expect cast top notch	1
621	character flesh surprisingly well particularly grimes blake actor deliver sharply script line right amount deadpan tongue cheek make dialogue hilarious realistic	1
622	angus scrimm also turn good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn	1
623	conclusion love	1
624	long time since entertain movie	1
625	struggle find anything bad say	1
626	mark word one cult film like evil dead phantasm people still discover fall love year line	1
627	pretty surprising wonderful film make hollywood generally collective head sand concern black white issue time	1
628	film deserve strong kudo take stand exceptional acting mostly lesserknown cast superintelligent script insult audience take easy way come white racism	1
629	plus movie rather modest budget fast run time amazing job	1
630	juano hernandez exceptional actor play support role many film era proud black man accuse murder white man south	1
631	trumbull i love lucy	1
632	see kid chanceit open amazing dialog far race relation come last year	1
633	see film	1
634	year however remind huston still top game evince faithful adaptation james joyces acclaim novella dead	1
635	feeling thoughtsgabriel discomfort danceall intangible leap life come within viewer grasp hustons portrayal	1
636	disappointed wonder could oscar shortlist	0
637	slow	0
638	lot hole plot nothing become emperor nothing spend year childhood mature age	0
639	waste time	0
640	end day one bad bigbudget action movie ever see	0
641	surely know make coherent action movie screenwriter air force one oblige write script big sum money	0
642	one bad film ever see	0
643	still try get bad	0
644	movie possibly one creative work horror ever	1
645	everything could want suspense drama comedy confuse subplot native american brain eat look beall endall brainsucke movie look	1
646	great sound effect impressive special effect recommend movie enough call nut think one good movie ever great character actor telly savalas peter boyle hour minute sheer tedium melodrama horrible act mess script sinking feeling good lord thinking lot hole script like bad two hour tv movie imagine every single one decision make wrong dialogue atrocious acting beyond abysmal everything stink trouble writing directing make impossible establish thing make movie watchable like character story theme bad incredibly weak subplot throw follow little band latterday mansonites go reporter work story anniversary killing dumb pointless complete waste time short bother movie spoil ending pretty amazing good scene movie end spoil ever indication writer director ability meld two highly volatile temperament seamless union creativity result powerhouse achievement make timely perhaps culture disturb fascination celebrity distorted interpretation fame film easily forget kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor scripting subtle comedy unmatched movie recent year character interesting even bit predictable highly recommend age although young set probably appreciate subtle reference certainly appreciate one galley scene particular great movie also story acting weak around pm buy around start watch around fast forward remain film see anything leave watchable human brain either way suck script horrendously stupid story start fast absolutely suspense buildup slight everything captain howdy say either laughable plain stupid hell kind crap plot hole could drive semi truck hole linda cardellini thing good film poise amazing dee snider plain suck act one least scary villain ever see write write damn movie sleep bore throughout whole damn thing acting suck music suck script suck pacing suck special fx suck directing suck basically movie suck film try serious sophisticated thrillerhorror flick fail miserably probably one least effective utterly unoriginal film ever see entire life piece cinematic garbage capture celluloid avoid cost rate film stink funny fulci stay giallo supernatural zombie movie avoid film cost know happen season five mess consistent thread hold series together amazing performance leni parker anita laselva two taelons quiet idealogical conflict movie really dislike one boring horror movie mainly start slow center boring atmosphere puppet look really cheesy good way like puppet master flick story lame interesting never really explain sinister origin puppet death scene like previous movie fx terrible feel asleep first time watch recommend insomniac fact film wonderful heartwarming tale two people chase dream good part nurse betty unpredictability	1
647	director neil labute use brutal violence seperate dream reality along touching drama hilarious comedy never tell go happen next	1
648	otherwise even waste time	0
649	one fail create real suspense	0
650	killer expect anything original even remotely frightening	0
651	however pretty good acting least type film	1
652	sorry really recommend anyone	0
653	one boringpointless movie ever see	0
654	secondary plot line incomprehensible relation primary plot line mystify	0
655	hate	0
656	one bad sandra bullock movie since speed quite bad	0
657	understand garbage get shelf movie store even real movie	0
658	highly doubt anyone could ever like trash	0
659	moviemake	0
660	acting like watch wooden puppet move around read book bad	0
661	warn youdo rent movie dumb thing never see	0
662	see short film hbo day absolutely love	1
663	realize wonderful short really last two scene	1
664	excellent short film	1
665	hopefully director james cox turn short feature length film cast win whole new film	1
666	agree jessica movie pretty bad	0
667	character onedimensional even good guy especially bad guy	0
668	story line totally predictable	0
669	much dialogue much music whole film shoot elaborately aesthetically like sculpture	1
670	see soap opera intelligent movie	0
671	bad character bad story bad acting	0
672	really awful	0
673	easy watch	0
674	funny clever hip like prays previous film hype	1
675	long time see charismatic actor screen	1
676	paolo sorrentino write wonderful story loneliness tony build one unforgettable character see movie recent year	1
677	movie completely perfect titta di girolamo stay long time vision movie	1
678	rate movie	1
679	know emilio estevezs directorial debut pacing interplay development character well clever camera work surround character estevez play suggest natural eye	1
680	interplay martin emilio contain wonderful chemistry see wall street martin charlie	1
681	kathy bates wonderful character subtle desperation escapism variation character play fields lord	1
682	reader already see one miyazakis film still top form make another worthwhile experience	1
683	never condescend character good genuine heart believable problem	1
684	two main character may two believable child ever see put screen	1
685	easy love even easy identify	1
686	movie greatespecially enjoy visual art	1
687	scenery two daughter paint photograph beautiful	1
688	story also funny poignant time	1
689	people like european film art movie like movie	1
690	truly art movieit actually lot art	1
691	go rent	1
692	however finally watch film realize close mind brilliance depict also find watch	1
693	one movie never cease interest simply keep alert try attempt decipher meaning	1
694	brilliance indeed	1
695	like movie like matrix better yet sequel think appreciate thought provoke mindblowing experience film give	1
696	think film like dream	1
697	simply beautiful	1
698	rickman stowe play role hilt tale children book writer maybe write subversive tract	1
699	gloriously fun fast pace fairly accurate portrayal night raver	1
700	present idyllic yet serious portrayal character live	1
701	whatever avoid groove antithesis good human traffic	0
702	bad everyone else involve share crowes level dedication quality would far well film hand subpar mess	0
703	movie seem little slow first	0
704	pick speed get right point	1
705	show exactly government scientist argue humanity reason gadget	1
706	enjoy	1
707	recommend friend	1
708	particularly pleased act ability dwight schultz	1
709	actor truly understand become particular character deliver convincing sincere performance	1
710	onscreen chemistry critical entire film genuine	1
711	film dialogue natural real life	1
712	writer gorman bechard undoubtedly homework reference industry characterage appropriate	1
713	incredible soundtrack truly capture essence film	1
714	track command sentiment actually contribute scene character	1
715	definitely worth see sort thought provoke film force question threshold loneliness	1
716	hayao miyazakis late eighth film studio ghibili gake ue no ponyo ponyo cliff sea wonderfully fun imaginative look childhood	1
717	time seem film animation dominate disneypixars cgi masterpiece refreshing comforting know miyazaki still rely traditional handdrawn animation tell charming enchant story	1
718	enough say remarkable animation film	1
719	art style appearance crayonpencil drawing wonderfully colorful fanciful	1
720	act film glad go drift away earth far possible	0
721	one want surf small wave space movie deep impact armageddon one fail everywhere	0
722	choke vomit end cheap drama worthless dialogue must bore death waste time	0
723	still make super ending depict great sea vessel take mighty frost	1
724	consider excellent story solid acting look film add bonus	1
725	instead get bore fest whiny spoiled brat babysitte	0
726	watch two sundays ago march begin really enjoy time tape entire thing	1
727	well act tv movie	1
728	judith light one favorite actress think superb job film	1
729	keep watch	1
730	sad movie good	1
731	see movie definitely recommend	1
732	lovely usual cutie	1
733	still quite interesting entertaining follow	1
734	recommend confidence	1
735	movie wellbalance comedy drama thoroughly enjoy	1
736	riot see hugo weaving play sexobsesse gay real estate salesman use client house tryst flame darren tom hollander	1
737	anyway plot flow smoothly malebonde scene hoot	1
738	opening sequence gem classic cat n mouse game follow delight watch	1
739	fan genre heaven	1
740	lange become great actress	1
741	look like wonderful story	1
742	never walk movie faster	0
743	get bored watch jessice lange take clothe	0
744	unfortunately virtue film production work lose regrettable script	0
745	word embarrassing	0
746	exceptionally bad	0
747	insult one intelligence huge waste money	0
0	wow love place	1
1	crust good	0
2	tasty texture nasty	0
3	stop late may bank holiday rick steve recommendation love	1
4	selection menu great price	1
5	get angry want damn pho	0
6	honeslty taste fresh	0
7	potato like rubber could tell make ahead time keep warmer	0
8	fry great	1
9	great touch	1
10	service prompt	1
11	would go back	0
12	cashier care ever say still end wayyy overprice	0
13	try cape cod ravoli chickenwith cranberrymmmm	1
14	disgust pretty sure human hair	0
15	shock sign indicate cash	0
16	highly recommend	1
17	waitress little slow service	0
18	place worth time let alone vegas	0
19	like	0
20	burrittos blah	0
21	food amazing	1
22	service also cute	1
23	could care less interior beautiful	1
24	perform	1
25	rightthe red velvet cakeohhh stuff good	1
26	never bring salad ask	0
27	hole wall great mexican street taco friendly staff	1
28	take hour get food table restaurant food luke warm sever run around like totally overwhelmed	0
29	bad salmon sashimi	0
30	also combos like burger fry beer decent deal	1
31	like final blow	0
32	find place accident could happy	1
33	seem like good quick place grab bite familiar pub food favor look elsewhere	0
34	overall like place lot	1
35	redeem quality restaurant inexpensive	1
36	ample portion good price	1
37	poor service waiter make feel like stupid every time come table	0
38	first visit hiro delight	1
39	service suck	0
40	shrimp tender moist	1
41	deal good enough would drag establishment	0
42	hard judge whether side good gross melted styrofoam want eat fear get sick	0
43	positive note server attentive provide great service	1
44	frozen puck disgust bad people behind register	0
45	thing like prime rib dessert section	1
46	bad food damn generic	0
47	burger good beef cook right	1
48	want sandwich go firehouse	1
49	side greek salad greek dressing tasty pita hummus refreshing	1
50	order duck rare pink tender inside nice char outside	1
51	come run realize husband leave sunglass table	1
52	chow mein good	1
53	horrible attitude towards customer talk one customer enjoy food	0
54	portion huge	1
55	love itfriendly server great food wonderful imaginative menu	1
56	heart attack grill downtown vegas absolutely flatline excuse restaurant	0
57	much seafood like string pasta bottom	0
58	salad right amount sauce power scallop perfectly cook	1
59	ripped banana rip petrified tasteless	0
60	least think refill water struggle wave minute	0
61	place receive star appetizer	1
62	cocktail handmade delicious	1
63	would definitely go back	1
64	glad find place	1
65	great food service huge portion give military discount	1
66	always great time dos gringos	1
67	updatewent back second time still amazing	1
68	get food apparently never hear salt batter fish chewy	0
69	great way finish great	1
70	deal include tasting drink jeff go beyond expect	1
71	really really good rice time	1
72	service meh	0
73	take min get milkshake nothing chocolate milk	0
74	guess know place would suck inside excalibur use common sense	0
75	scallop dish quite appal value well	0
76	time bad customer service	0
77	sweet potato fry good season well	1
78	today second time lunch buffet pretty good	1
79	much good food vegas feel cheated waste eat opportunity go rice company	0
80	come like experience underwhelming relationship party wait person ask break	0
81	walk place smell like old grease trap eat	0
82	turkey roast beef bland	0
83	place	1
84	pan cake everyone rave taste like sugary disaster tailor palate six year old	0
85	love pho spring roll oh yummy try	1
86	poor batter meat ratio make chicken tender unsatisfying	0
87	say food amazing	1
88	omelet die	1
89	everything fresh delicious	1
90	summary largely disappointing dining experience	0
91	like really sexy party mouth outrageously flirt hot person party	1
92	never hard rock casino will never ever step forward	0
93	good breakfast buffet	1
94	say bye bye tip lady	0
95	well never go	0
96	will back	1
97	food arrive quickly	1
98	good	0
99	side cafe serve really good food	1
100	server fantastic find wife love roasted garlic bone marrow add extra meal another marrow go	1
101	good thing waiter helpful keep bloddy mary come	1
102	good buffet town price beat	1
103	love mussel cook wine reduction duck tender potato dish delicious	1
104	one well buffet	1
105	go tigerlilly fantastic afternoon	1
106	food delicious bartender attentive personable get great deal	1
107	ambience wonderful music play	1
108	will go back next trip	1
109	sooooo good	1
110	real sushi lover let honest yama good	0
111	least pass ordering food arrive busy	0
112	really fantastic thai restaurant definitely worth visit	1
113	nice spicy tender	1
114	good price	1
115	check	1
116	pretty gross	0
117	well atmosphere	0
118	kind hard mess steak	0
119	although much like look sound place actual experience bit disappointing	0
120	know place manage serve bland food ever eat prepare indian cuisine	0
121	bad service boot least worry	0
122	service fine waitress friendly	1
123	guy steak steak love son steak good bad place say good steak ever eat	1
124	think would venture away get good sushi place really hit spot night	1
125	host staff lack well word bitches	0
126	bland liking place number reason want waste time bad review ill leave	0
127	phenomenal food service ambiance	1
128	would return	0
129	definitely worth venture strip pork belly return next time vegas	1
130	place way overpriced mediocre food	0
131	penne vodka excellent	1
132	good selection food include massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burger	1
133	management rude	0
134	delicious nyc bagel good selection cream cheese real lox caper even	1
135	great subway fact good come every subway meet expectation	1
136	seriously solid breakfast	1
137	one good bar food vegas	1
138	extremely rude really many restaurant would love dine weekend vegas	0
139	drink never empty make really great menu suggestion	1
140		0
141	waiter helpful friendly rarely check	0
142	husband eat lunch disappointed food service	0
143	red curry much bamboo shoot tasty	0
144	nice blanket moz top feel like cover subpar food	1
145	bathroom clean place well decorate	1
146	menu always change food quality go service extremely slow	0
147	service little slow consider serve people server food come slow pace	0
148	give thumb	0
149	watch waiter pay lot attention table ignore	0
150	fiancé come middle day greet seat right away	1
151	great restaurant mandalay bay	1
152	wait forty five minute vain	0
153	crostini come salad stale	0
154	highlight great quality nigiri	1
155	staff friendly joint always clean	1
156	different cut piece day still wonderful tender well well flavor	1
157	order voodoo pasta first time would really excellent pasta since go gluten free several year ago	1
158	place good	1
159	unfortunately must hit bakery leftover day everything order stale	0
160	come back today since relocate still impressed	0
161	seat immediately	1
162	menu diverse reasonably price	1
163	avoid cost	0
164	restaurant always full never wait	1
165	delicious	1
166	place handsdown one good place eat phoenix metro area	1
167	go look good food	0
168	never treat bad	0
169	bacon hella salty	1
170	also order spinach avocado salad ingredient sad dressing literally zero taste	0
171	really vegas fine dining use right menus handed lady price list	1
172	waitress friendly	1
173	lordy khao soi dish miss curry lover	1
174	everything menu terrific also thrill make amazing accommodation vegetarian daughter	1
175	perhaps catch night judge review inspire go back	0
176	service leave lot desire	0
177	atmosphere modern hip maintain touch coziness	1
178	weekly haunt definitely place come back every	1
179	literally sit minute one ask take order	0
180	burger absolutely flavor meat totally bland burger overcook charcoal flavor	0
181	also decide send back waitress look like verge heart attack	0
182	dress treat rudely	0
183	probably dirt	0
184	love place hit spot want something healthy lack quantity flavor	1
185	order lemon raspberry ice cocktail also incredible	1
186	food suck expect suck could imagine	0
187	interesting decor	1
188	really like crepe station	1
189	also serve hot bread butter home make potato chip bacon bit topvery original good	1
190	watch prepare delicious food	1
191	egg roll fantastic	1
192	order arrive one gyro miss	0
193	salad wing ice cream dessert leave feel quite satisfied	1
194	really sure joeys vote good hot dog valley reader phoenix magazine	0
195	good place go tasty bowl pho	1
196	live music fridays totally blow	0
197	never insult feel disrespect	0
198	friendly staff	1
199	worth drive	1
200	hear good thing place exceed every hope could dream	1
201	food great serivce	1
202	warm beer help	0
203	great brunch spot	1
204	service friendly inviting	1
205	good lunch spot	1
206	live since first last time step foot place	0
207	worst experience ever	0
208	must night place	0
209	side delish mixed mushroom yukon gold puree white corn beateous	1
210	bug never show would give sure side wall bug climb kitchen	0
211	minute wait salad realize come time soon	0
212	friend love salmon tartar	1
213	go back	0
214	extremely tasty	1
215	waitress good though	1
216	soggy good	0
217	jamaican mojito delicious	1
218	small worth price	0
219	food rich order accordingly	1
220	shower area outside rinse take full shower unless mind nude everyone see	0
221	service bit lacking	0
222	lobster bisque bussell sprouts risotto filet need salt pepperand course none table	0
223	hopefully bode go business someone cook come	0
224	either cold enough flavor bad	0
225	love bacon wrap date	1
226	unbelievable bargain	1
227	folk otto always make feel welcome special	1
228	main also uninspire	0
229	place first pho amazing	1
230	wonderful experience make place muststop whenever town	1
231	food bad enough enjoy deal world worstannoye drunk people	0
232	fun chef	1
233	order double cheeseburger get single patty fall apart picture upload yeah still suck	0
234	great place couple drink watch sport event wall cover tv	1
235	possible give zero star would	0
236	description say yum yum sauce another say eel sauce yet another say spicy mayowell none roll sauce	0
237	would say would hard decision honestly ms dish taste suppose taste amazing	1
238	roll eye may stay sure go back try	0
239	everyone attentive provide excellent customer service	1
240	horrible waste time money	0
241	dish quite flavourful	1
242	time side restaurant almost empty excuse	0
243	busy either also building freezing cold	0
244	like reviewer say could pay eat place	0
245	drink take close minute come one point	0
246	seriously flavorful delight folk	1
247	much well ayce sushi place go vegas	1
248	lighting dark enough set mood	1
249	base subpar service receive effort show gratitude business go back	0
250	owner really great people	1
251	nothing privileged workingeate	0
252	greek dressing creamy flavorful	1
253	overall think would take parent place make similar complaint silently feel	0
254	pizza good peanut sauce tasty	1
255	table service pretty fast	1
256	fantastic service	1
257	well would give godfather zero star possible	0
258	know make	1
259	tough short flavor	0
260	hope place stick around	1
261	bar vegas ever recall charge tap water	0
262	restaurant atmosphere exquisite	1
263	good service clean inexpensive boot	1
264	seafood fresh generous portion	1
265	plus buck	1
266	service par either	0
267	thus far visit twice food absolutely delicious time	1
268	good year ago	1
269	self proclaim coffee cafe wildly disappointed	0
270	veggitarian platter world	1
271	go wrong food	1
272	beat	1
273	stop place madison ironman friendly kind staff	1
274	chef friendly good job	1
275	well dedicated boba tea spot even jenni pho	0
276	like patio service outstanding	1
277	goat taco skimp meat wow flavor	1
278	think	0
279	mac salad pretty bland get	0
280	go bachi burger friend recommendation disappoint	1
281	service stink	0
282	wait wait	0
283	place quality sushi quality restaurant	0
284	would definitely recommend wing well pizza	1
285	great pizza salad	1
286	thing go wrong burn saganaki	0
287	wait hour breakfast could time well home	0
288	place amazing	1
289	hate disagree fellow yelpers husband disappointed place	0
290	wait hour never get either pizza many around come later	0
291	know slow	0
292	staff great food delish incredible beer selection	1
293	live neighborhood disappointed back convenient location	0
294	know pull pork could soooo delicious	1
295	get incredibly fresh fish prepare care	1
296	go give star rating please know third time eat bachi burger write review	0
297	love fact everything menu worth	1
298	never dine place	0
299	food excellent service good	1
300	good beer drink selection good food selection	1
301	please stay away shrimp stir fry noodle	0
302	potato chip order sad could probably count many chip box probably around	0
303	food really boring	0
304	good servicecheck	1
305	greedy corporation never see another dime	0
306	will never ever go back	0
307	much would like go back get pass atrocious service never return	0
308	summer dine charming outdoor patio delightful	1
309	expect good	1
310	fantastic food	1
311	order toasted english muffin come untoasted	0
312	food good	1
313	never go back	0
314	great food price high quality house make	1
315	bus boy hand rude	0
316	point friend basically figure place joke mind make publicly loudly known	0
317	back good bbq light fare reasonable pricing tell public back old way	1
318	consider two leave full happy go wrong	1
319	bread make inhouse	1
320	downside service	0
321	also fry without doubt bad fry ever	0
322	service exceptional food good review	1
323	couple month later return amazing meal	1
324	favorite place town shawarrrrrrma	1
325	black eyed pea sweet potato unreal	1
326	disappoint	1
327	could serve vinaigrette may make well overall dish still good	1
328	go far many place never see restaurant serve egg breakfast especially	0
329	mom get home immediately get sick bite salad	0
330	server pleasant deal always honor pizza hut coupon	0
331	truly unbelievably good glad go back	1
332	fantastic service pleased atmosphere	1
333	everything gross	0
334	love place	1
335	great service food	1
336	first bathroom location dirty seat cover replenish plain yucky	0
337	burger get gold standard burger kind disappointed	0
338	omg food delicioso	1
339	nothing authentic place	0
340	spaghetti nothing special whatsoever	0
341	dish salmon good great	1
342	vegetable fresh sauce feel like authentic thai	1
343	worth drive tucson	1
344	selection probably bad see vegasthere none	0
345	pretty good beer selection	1
346	place like chipotle better	1
347	classywarm atmosphere fun fresh appetizer succulent steak baseball steak	1
348	star brick oven bread app	1
349	eat multiple time time food delicious	1
350	sit another ten minute finally give leave	0
351	terrible	0
352	everyone treat equally special	1
353	take min pancake egg	0
354	delicious	1
355	good side staff genuinely pleasant enthusiastic real treat	1
356	sadly gordon ramseys steak place shall sharply avoid next trip vegas	0
357	always evening wonderful food delicious	1
358	good fish ever life	1
359	bathroom next door nice	1
360	buffet small food offer bland	0
361	outstanding little restaurant best food ever taste	1
362	pretty cool would say	1
363	definitely turn doubt ill back unless someone else buy	0
364	server great job handle large rowdy table	1
365	find waste food despicable food	0
366	wife lobster bisque soup lukewarm	0
367	would come back sushi craving vegas	1
368	staff great ambiance great	1
369	deserve star	1
370	leave stomach ache feel sick rest day	0
371	drop ball	0
372	dining space tiny elegantly decorated comfortable	1
373	customize order way would like usual eggplant green bean stir fry love	1
374	bean rice mediocre good	0
375	good taco town far	1
376	take back money get outta	0
377	interesting part town place amazing	1
378	rude inconsiderate management	0
379	staff friendly wait time serve horrible one even say hi first minute	0
380	back	0
381	great dinner	1
382	service outshine definitely recommend halibut	1
383	food terrible	0
384	will never ever go back tell many people happened	0
385	recommend unless car break front starve	0
386	come back every time vegas	1
387	place deserve one star food	0
388	disgrace	0
389	def come back bowl next time	1
390	want healthy authentic ethic food try place	1
391	continue come lady night andddd date night highly recommend place anyone area	1
392	several time past experience always great	1
393	walk away stuff happy first vegas buffet experience	1
394	service excellent price pretty reasonable consider vegas locate inside crystals shopping mall aria	1
395	summarize food incredible nay transcendant nothing bring joy quite like memory pneumatic condiment dispenser	1
396	probably one people ever go ians like	0
397	kid pizza always hit lot great side dish option kiddo	1
398	service perfect family atmosphere nice see	1
399	cook perfection service impeccable	1
400	one simply disappointment	0
401	overall disappointed quality food bouchon	0
402	accountant know get screw	0
403	great place eat remind little mom pop shop san francisco bay area	1
404	today first taste buldogis gourmet hot dog tell ever think possible	1
405	leave frustrated	0
406	ill definitely soon	1
407	food really good get full petty fast	1
408	service fantastic	1
409	total waste time	0
410	know kind best iced tea	1
411	come hungry leave happy stuff	1
412	service give star	0
413	assure disappoint	1
414	take little bad service food suck	0
415	give try eat crust tooth still sore	0
416	completely gross	0
417	really enjoy eat	1
418	first time go think quickly become regular	1
419	server nice even though look little overwhelmed need stay professional friendly end	1
420	dinner companion tell meeverythe fresh nice texture taste	1
421	ground right next table large smear beensteppedinandtrackedeverywhere pile green bird poop	0
422	furthermore even find hour operation website	0
423	try like place time think	0
424	mistake	0
425	complaint	1
426	seriously good pizza expertconnisseur topic	1
427	waiter jerk	0
428	strike want rush	0
429	nice restaurant owner ever come across	1
430	never come	0
431	love biscuit	1
432	service quick friendly	1
433	order appetizer take minute pizza another minute	0
434	absolutley fantastic	1
435	huge awkward lb piece cow gristle fat	0
436	definitely come back	1
437	like steiner dark feel like bar	1
438	wow spicy delicious	1
439	familiar check	1
440	ill take business dinner dollar elsewhere	0
441	would love go back	1
442	anyway fs restaurant wonderful breakfastlunch	1
443	nothing special	0
444	day week different deal delicious	1
445	mention combination pear almond bacon big winner	1
446	will back	0
447	sauce tasteless	0
448	food delicious spicy enough sure ask spicy prefer way	1
449	ribeye steak cook perfectly great mesquite flavor	1
450	think well go back anytime soon	0
451	food gooodd	1
452	far sushi connoisseur definitely tell difference good food bad food certainly bad food	0
453	insult	0
454	last time lunch bad	0
455	chicken wing contain dry chicken meat ever eat	0
456	food good enjoy every mouthful enjoyable relaxed venue couple small family group etc	1
457	nargile think great	1
458	good tater tot southwest	1
459	love place	1
460	definitely worth pay	0
461	vanilla ice cream creamy smooth profiterole choux pastry fresh enough	1
462	az time new spot	1
463	manager bad	0
464	inside really quite nice clean	1
465	food outstanding price reasonable	1
466	think ill run back carlys anytime soon food	0
467	due fact take minute acknowledge another minute get foodand keep forget thing	0
468	love margarita	1
469	first vegas buffet disappoint	1
470	good though	1
471	one note ventilation could use upgrading	0
472	great pork sandwich	1
473	waste time	0
474	total letdown would much rather go camelback flower shop cartel coffee	0
475	third cheese friend burger cold	0
476	enjoy pizza brunch	1
477	steak well trim also perfectly cook	1
478	group claim would handle beautifully	1
479	love	1
480	ask bill leave without eat bring either	0
481	place jewel las vegas exactly hope find nearly ten year live	1
482	seafood limit boil shrimp crab leg crab leg definitely taste fresh	0
483	selection food good	0
484	delicious absolutely back	1
485	small family restaurant fine dining establishment	1
486	toro tartare cavier extraordinary like thinly slice wagyu white truffle	1
487	think back long time	0
488	attach gas station rarely good sign	0
489	awesome	1
490	back many time soon	1
491	menu much good stuff could decide	1
492	bad humiliate worker right front mebunch horrible name calling	0
493	conclusion filling meal	1
494	daily special always hit group	1
495	tragedy strike	0
496	pancake also really good pretty large	1
497	first crawfish experience delicious	1
498	monster chicken fry steak egg time favorite	1
499	waitress sweet funny	1
500	also taste moms multigrain pumpkin pancake pecan butter amazing fluffy delicious	1
501	would rather eat airline food seriously	0
502	say enough good thing place	1
503	ambiance incredible	1
504	waitress manager friendly	1
505	would recommend place	0
506	overall impressed noca	0
507	gyro basically lettuce	0
508	terrible service	0
509	thoroughly disappoint	0
510	much pasta love homemade hand make pasta thin pizza	1
511	give try happy	1
512	far best cheesecurd ever	1
513	reasonably price also	1
514	everything perfect night	1
515	food good typical bar food	1
516	drive get	0
517	first glance lovely bakery cafe nice ambiance clean friendly staff	1
518	anyway think go back	0
519	point finger item menu order disappoint	1
520	oh thing beauty restaurant	1
521	go go	1
522	greasy unhealthy meal	0
523	first time may last	0
524	burger amazing	1
525	similarly delivery man say word apology food minute late	0
526	way expensive	0
527	be sure order dessert even need pack togo tiramisu cannoli die	1
528	first time wait next	1
529	bartender also nice	1
530	everything good tasty	1
531	place two thumb upway	1
532	good place vegas breakfast check sat sun	1
533	love authentic mexican food want whole bunch interesting yet delicious meat choose need try place	1
534	terrible management	0
535	excellent new restaurant experienced frenchman	1
536	zero star would give zero star	0
